,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1045,3,0,2,2,Neil Rackers,Colts,10.0,K,1,4,4,2010,0
1079,37,0,4,3,Neil Rackers,Redskins,12.0,K,2,3,3,2010,1
1125,83,0,2,2,Neil Rackers,Cowboys,7.0,K,3,1,1,2010,0
1154,112,0,2,1,Neil Rackers,Raiders,7.0,K,4,4,4,2010,1
1196,154,0,1,1,Neil Rackers,Giants,4.0,K,5,1,1,2010,0
1217,175,0,0,0,Neil Rackers,Chiefs,5.0,K,6,5,5,2010,0
1268,226,1,1,1,Neil Rackers,Colts,7.0,K,8,2,2,2010,1
1290,248,0,3,3,Neil Rackers,Chargers,11.0,K,9,2,2,2010,0
1332,290,0,1,1,Neil Rackers,Jaguars,6.0,K,10,3,3,2010,1
1349,307,0,2,2,Neil Rackers,Jets,9.0,K,11,3,3,2010,1
1386,344,0,2,2,Neil Rackers,Titans,8.0,K,12,2,2,2010,0
1420,378,0,1,1,Neil Rackers,Eagles,6.0,K,13,3,3,2010,1
1445,403,0,3,2,Neil Rackers,Ravens,8.0,K,14,2,2,2010,0
1492,450,0,1,1,Neil Rackers,Titans,5.0,K,15,2,2,2010,1
1501,459,2,3,3,Neil Rackers,Broncos,15.0,K,16,2,2,2010,1
1537,495,0,2,2,Neil Rackers,Jaguars,10.0,K,17,4,4,2010,0
1570,6,0,2,2,Neil Rackers,Colts,10.0,K,1,4,4,2011,0
1603,39,0,3,3,Neil Rackers,Dolphins,11.0,K,2,2,2,2011,1
1630,66,0,4,4,Neil Rackers,Saints,15.0,K,3,3,3,2011,1
1686,122,0,1,1,Neil Rackers,Steelers,5.0,K,4,2,2,2011,0
1703,139,1,3,2,Neil Rackers,Raiders,10.0,K,5,2,2,2011,0
1748,184,0,0,0,Neil Rackers,Ravens,2.0,K,6,2,2,2011,1
1755,191,0,2,2,Neil Rackers,Titans,11.0,K,7,5,5,2011,1
1787,223,0,2,1,Neil Rackers,Jaguars,6.0,K,8,3,3,2011,0
1801,237,1,3,3,Neil Rackers,Browns,14.0,K,9,3,3,2011,0
1844,280,0,2,1,Neil Rackers,Buccaneers,7.0,K,10,5,4,2011,1
1901,337,1,2,2,Neil Rackers,Jaguars,10.0,K,12,2,2,2011,1
1949,385,0,2,1,Neil Rackers,Falcons,5.0,K,13,2,2,2011,0
1971,407,0,3,2,Neil Rackers,Bengals,8.0,K,14,2,2,2011,1
2008,444,0,3,2,Neil Rackers,Panthers,7.0,K,15,1,1,2011,0
2033,469,0,3,3,Neil Rackers,Colts,10.0,K,16,1,1,2011,1
2062,498,1,3,3,Neil Rackers,Titans,12.0,K,17,1,1,2011,0
