,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1045,3.0,0.0,2.0,2.0,Neil Rackers,Colts,10.0,K,1,4.0,4.0,2010.0,0.0
1079,3.0,0.0,2.0,2.0,Neil Rackers,Redskins,10.0,K,2,4.0,4.0,2010.0,0.0
1125,20.0,0.0,3.0,2.5,Neil Rackers,Cowboys,11.0,K,3,3.5,3.5,2010.0,0.5
1154,41.0,0.0,2.6666666666666665,2.3333333333333335,Neil Rackers,Raiders,9.666666666666666,K,4,2.6666666666666665,2.6666666666666665,2010.0,0.3333333333333333
1196,58.75,0.0,2.5,2.0,Neil Rackers,Giants,9.0,K,5,3.0,3.0,2010.0,0.5
1217,77.8,0.0,2.2,1.8,Neil Rackers,Chiefs,8.0,K,6,2.6,2.6,2010.0,0.4
1268,94.0,0.0,1.8333333333333333,1.5,Neil Rackers,Colts,7.5,K,8,3.0,3.0,2010.0,0.3333333333333333
1290,112.85714285714286,0.14285714285714285,1.7142857142857142,1.4285714285714286,Neil Rackers,Chargers,7.428571428571429,K,9,2.857142857142857,2.857142857142857,2010.0,0.42857142857142855
1332,129.75,0.125,1.875,1.625,Neil Rackers,Jaguars,7.875,K,10,2.75,2.75,2010.0,0.375
1349,147.55555555555554,0.1111111111111111,1.7777777777777777,1.5555555555555556,Neil Rackers,Jets,7.666666666666667,K,11,2.7777777777777777,2.7777777777777777,2010.0,0.4444444444444444
1386,163.5,0.1,1.8,1.6,Neil Rackers,Titans,7.8,K,12,2.8,2.8,2010.0,0.5
1420,179.9090909090909,0.09090909090909091,1.8181818181818181,1.6363636363636365,Neil Rackers,Eagles,7.818181818181818,K,13,2.727272727272727,2.727272727272727,2010.0,0.45454545454545453
1445,196.41666666666666,0.08333333333333333,1.75,1.5833333333333333,Neil Rackers,Ravens,7.666666666666667,K,14,2.75,2.75,2010.0,0.5
1492,212.30769230769232,0.07692307692307693,1.8461538461538463,1.6153846153846154,Neil Rackers,Titans,7.6923076923076925,K,15,2.6923076923076925,2.6923076923076925,2010.0,0.46153846153846156
1501,229.28571428571428,0.07142857142857142,1.7857142857142858,1.5714285714285714,Neil Rackers,Broncos,7.5,K,16,2.642857142857143,2.642857142857143,2010.0,0.5
1537,244.6,0.2,1.8666666666666667,1.6666666666666667,Neil Rackers,Jaguars,8.0,K,17,2.6,2.6,2010.0,0.5333333333333333
1570,6.0,0.0,2.0,2.0,Neil Rackers,Colts,10.0,K,1,4.0,4.0,2011.0,0.0
1603,6.0,0.0,2.0,2.0,Neil Rackers,Dolphins,10.0,K,2,4.0,4.0,2011.0,0.0
1630,22.5,0.0,2.5,2.5,Neil Rackers,Saints,10.5,K,3,3.0,3.0,2011.0,0.5
1686,37.0,0.0,3.0,3.0,Neil Rackers,Steelers,12.0,K,4,3.0,3.0,2011.0,0.6666666666666666
1703,58.25,0.0,2.5,2.5,Neil Rackers,Raiders,10.25,K,5,2.75,2.75,2011.0,0.5
1748,74.4,0.2,2.6,2.4,Neil Rackers,Ravens,10.2,K,6,2.6,2.6,2011.0,0.4
1755,92.66666666666667,0.16666666666666666,2.1666666666666665,2.0,Neil Rackers,Titans,8.833333333333334,K,7,2.5,2.5,2011.0,0.5
1787,106.71428571428571,0.14285714285714285,2.142857142857143,2.0,Neil Rackers,Jaguars,9.142857142857142,K,8,2.857142857142857,2.857142857142857,2011.0,0.5714285714285714
1801,121.25,0.125,2.125,1.875,Neil Rackers,Browns,8.75,K,9,2.875,2.875,2011.0,0.5
1844,134.11111111111111,0.2222222222222222,2.2222222222222223,2.0,Neil Rackers,Buccaneers,9.333333333333334,K,10,2.888888888888889,2.888888888888889,2011.0,0.4444444444444444
1901,148.7,0.2,2.2,1.9,Neil Rackers,Jaguars,9.1,K,12,3.1,3.0,2011.0,0.5
1949,165.8181818181818,0.2727272727272727,2.1818181818181817,1.9090909090909092,Neil Rackers,Falcons,9.181818181818182,K,13,3.0,2.909090909090909,2011.0,0.5454545454545454
1971,184.08333333333334,0.25,2.1666666666666665,1.8333333333333333,Neil Rackers,Bengals,8.833333333333334,K,14,2.9166666666666665,2.8333333333333335,2011.0,0.5
2008,201.23076923076923,0.23076923076923078,2.230769230769231,1.8461538461538463,Neil Rackers,Panthers,8.76923076923077,K,15,2.8461538461538463,2.769230769230769,2011.0,0.5384615384615384
2033,218.57142857142858,0.21428571428571427,2.2857142857142856,1.8571428571428572,Neil Rackers,Colts,8.642857142857142,K,16,2.7142857142857144,2.642857142857143,2011.0,0.5
2062,235.26666666666668,0.2,2.3333333333333335,1.9333333333333333,Neil Rackers,Titans,8.733333333333333,K,17,2.6,2.533333333333333,2011.0,0.5333333333333333
