,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,76,76,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,2,0,9,1,2017,18,18,0,1,0,Chiefs,352,42,5.0,DST,185,3.0,0,Patriots,537,0
1,142,142,0,0,Dion Lewis,Saints,0,0,0,0,0,0,2.0,RB,0,0,11,1,0,4,0,14,2,2017,60,60,0,0,0,Patriots,436,36,2.0,DST,119,2.0,0,Saints,555,0
2,241,241,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,1.0,RB,0,0,12,3,0,2,0,5,3,2017,80,80,0,0,2,Texans,292,33,6.0,DST,125,2.0,0,Patriots,417,0
3,290,290,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,7.0,RB,0,0,9,1,0,4,1,18,4,2017,112,112,0,1,1,Panthers,304,33,6.0,DST,140,2.0,0,Patriots,444,0
4,384,384,0,0,Dion Lewis,Buccaneers,0,0,0,0,0,0,6.0,RB,0,0,10,2,0,7,0,53,5,2017,137,137,0,1,1,Patriots,289,19,11.0,DST,113,3.0,0,Buccaneers,402,0
5,451,451,0,0,Dion Lewis,Jets,0,0,0,0,0,0,11.0,RB,0,0,0,0,0,11,1,52,6,2017,180,180,0,1,1,Patriots,257,24,5.0,DST,118,0.0,0,Jets,375,0
6,531,531,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,7.0,RB,0,0,6,1,0,13,0,76,7,2017,191,191,1,0,0,Falcons,223,7,10.0,DST,120,1.0,0,Patriots,343,0
7,625,625,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,5.0,RB,0,0,10,2,0,15,0,44,8,2017,220,220,1,0,1,Chargers,192,13,14.0,DST,157,1.0,1,Patriots,349,0
8,748,748,0,0,Dion Lewis,Broncos,0,0,0,0,0,0,11.0,RB,0,0,0,0,0,14,1,55,10,2017,290,290,0,0,0,Patriots,297,41,1.0,DST,99,1.0,0,Broncos,396,0
9,825,825,0,0,Dion Lewis,Raiders,0,0,0,0,0,0,14.0,RB,0,1,28,4,0,10,0,60,11,2017,318,318,0,0,0,Patriots,332,33,1.0,DST,89,1.0,0,Raiders,421,0
10,911,911,0,0,Dion Lewis,Patriots,0,0,0,0,0,0,11.0,RB,0,0,1,1,0,15,0,112,12,2017,323,323,0,1,2,Dolphins,154,17,17.0,DST,67,7.0,0,Patriots,221,0
11,1000,1000,0,0,Dion Lewis,Bills,0,0,0,0,0,0,9.0,RB,0,0,0,0,0,15,0,92,13,2017,367,367,0,0,1,Patriots,244,23,6.0,DST,191,3.0,0,Bills,435,0
