,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,5,5,0,0,Zach Ertz,Redskins,0,0,0,0,0,0,9.0,TE,0,0,93,8,0,0,0,0,1,2017,10,10,0,1,1,Eagles,298,30,12.0,DST,58,2.0,0,Redskins,356,1
1,54,54,0,0,Zach Ertz,Chiefs,0,0,0,0,0,0,9.0,TE,0,0,97,5,0,0,0,0,2,2017,35,35,0,1,1,Eagles,299,20,14.0,DST,107,6.0,0,Chiefs,406,0
2,105,105,0,1,Zach Ertz,Eagles,0,0,0,0,0,0,10.0,TE,0,1,55,8,0,0,0,0,3,2017,85,85,0,0,2,Giants,366,24,5.0,DST,49,0.0,0,Eagles,415,0
3,161,161,0,0,Zach Ertz,Chargers,0,0,0,0,0,0,8.0,TE,0,0,81,5,0,0,0,0,4,2017,122,122,0,0,0,Eagles,240,26,2.0,DST,214,1.0,0,Chargers,454,0
4,207,207,0,0,Zach Ertz,Eagles,0,0,0,0,0,0,12.0,TE,0,1,61,6,0,0,0,0,5,2017,131,131,1,1,0,Cardinals,276,7,13.0,DST,31,2.0,0,Eagles,307,0
5,255,255,0,0,Zach Ertz,Panthers,0,0,0,0,0,0,13.0,TE,0,2,18,2,0,0,0,0,6,2017,178,178,0,1,0,Eagles,209,28,5.0,DST,101,3.0,0,Panthers,310,0
6,301,301,0,0,Zach Ertz,Eagles,0,0,0,0,0,0,14.0,TE,0,1,89,5,0,0,0,0,7,2017,199,199,0,0,1,Redskins,269,24,7.0,DST,75,4.0,0,Eagles,344,0
7,358,358,0,0,Zach Ertz,Eagles,0,0,0,0,0,0,9.0,TE,0,1,34,4,0,0,0,0,8,2017,214,214,1,0,2,49ers,144,10,23.0,DST,94,4.0,0,Eagles,238,1
8,533,533,0,0,Zach Ertz,Cowboys,0,0,0,0,0,0,0.0,TE,0,0,8,2,0,0,0,0,11,2017,319,319,0,0,0,Eagles,168,37,0.0,DST,215,0.0,0,Cowboys,383,0
9,540,540,0,0,Zach Ertz,Eagles,0,0,0,0,0,0,16.0,TE,0,1,103,10,0,0,0,0,12,2017,324,324,0,0,2,Bears,134,3,16.0,DST,6,2.0,0,Eagles,140,0
10,619,619,0,0,Zach Ertz,Steelers,0,0,0,0,0,0,2.0,TE,0,0,24,2,0,0,0,0,13,2017,362,362,0,1,1,Eagles,327,10,14.0,DST,98,3.0,0,Steelers,425,0
11,619,619,0,0,Zach Ertz,Steelers,0,0,0,0,0,0,2.0,TE,0,0,24,2,0,0,0,0,13,2017,368,368,0,0,0,Bengals,223,20,6.0,DST,130,2.0,0,Steelers,353,0
