,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
27,2016,1,Chiefs,0,0,0,Chargers,233,27,2.0,DST,155,1.0,0,388,0,0
46,2016,2,Chiefs,0,0,2,Texans,254,19,10.0,DST,97,2.0,0,351,0,1
64,2016,3,Chiefs,0,2,6,Jets,188,3,38.0,DST,117,0.0,0,305,2,0
123,2016,4,Chiefs,0,0,0,Steelers,287,43,2.0,DST,149,2.0,0,436,0,1
158,2016,6,Chiefs,0,1,1,Raiders,221,10,13.0,DST,64,2.0,0,285,0,1
194,2016,7,Chiefs,0,1,1,Saints,359,21,12.0,DST,104,1.0,0,463,1,0
216,2016,8,Chiefs,0,1,1,Colts,172,14,14.0,DST,105,6.0,0,277,0,1
242,2016,9,Chiefs,0,3,1,Jaguars,244,14,14.0,DST,205,2.0,0,449,0,0
269,2016,10,Chiefs,0,1,1,Panthers,242,17,16.0,DST,99,2.0,0,341,1,1
309,2016,11,Chiefs,0,1,0,Buccaneers,326,19,7.0,DST,116,1.0,0,442,0,0
324,2016,12,Chiefs,0,1,0,Broncos,340,27,16.0,DST,124,5.0,1,464,1,1
361,2016,13,Chiefs,0,0,1,Falcons,290,28,12.0,DST,128,2.0,0,418,1,1
391,2016,14,Chiefs,0,0,0,Raiders,109,13,14.0,DST,135,1.0,0,244,1,0
428,2016,15,Chiefs,0,2,1,Titans,241,19,11.0,DST,148,1.0,0,389,0,0
453,2016,16,Chiefs,0,2,1,Broncos,183,10,13.0,DST,63,0.0,0,246,0,0
492,2016,17,Chiefs,0,0,2,Chargers,269,27,11.0,DST,129,0.0,0,398,1,1
