,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,3,3,0,0,Antonio Brown,Browns,0,0,0,0,0,0,18.0,WR,0,0,182,11,0,0,0,0,1,2017,23,23,0,0,1,Steelers,255,21,4.0,DST,35,1.0,0,Browns,290,0
1,143,143,0,0,Antonio Brown,Steelers,0,0,0,0,0,0,6.0,WR,0,0,62,5,0,0,0,0,2,2017,42,42,0,1,0,Vikings,146,9,11.0,DST,91,2.0,0,Steelers,237,0
2,143,143,0,0,Antonio Brown,Steelers,0,0,0,0,0,0,6.0,WR,0,0,62,5,0,0,0,0,2,2017,43,43,0,0,1,49ers,89,9,11.0,DST,159,2.0,0,Steelers,248,0
3,231,231,0,0,Antonio Brown,Bears,0,0,0,0,0,0,17.0,WR,0,1,110,10,0,0,0,0,3,2017,69,69,1,2,0,Steelers,212,17,13.0,DST,70,3.0,0,Bears,282,0
4,414,414,0,0,Antonio Brown,Ravens,0,0,0,0,0,0,3.0,WR,0,0,34,4,0,0,0,0,4,2017,117,117,0,0,1,Steelers,208,26,4.0,DST,173,1.0,0,Ravens,381,0
5,461,461,0,0,Antonio Brown,Steelers,0,0,0,0,0,0,15.0,WR,0,0,157,10,0,0,0,0,5,2017,128,128,0,3,2,Rams,275,10,19.0,DST,100,2.0,0,Steelers,375,0
6,461,461,0,0,Antonio Brown,Steelers,0,0,0,0,0,0,15.0,WR,0,0,157,10,0,0,0,0,5,2017,149,149,0,0,1,Jaguars,82,30,4.0,DST,231,2.0,0,Steelers,313,0
7,561,561,0,0,Antonio Brown,Chiefs,0,0,0,0,0,0,21.0,WR,0,1,155,8,0,0,0,0,6,2017,170,170,0,0,1,Steelers,245,19,7.0,DST,194,1.0,0,Chiefs,439,0
8,677,677,0,0,Antonio Brown,Steelers,0,0,0,0,0,0,12.0,WR,0,1,65,4,0,0,0,0,7,2017,188,188,0,0,2,Bengals,108,14,12.0,DST,71,4.0,0,Steelers,179,0
9,677,677,0,0,Antonio Brown,Steelers,0,0,0,0,0,0,12.0,WR,0,1,65,4,0,0,0,0,7,2017,192,192,0,1,0,Giants,131,7,10.0,DST,46,1.0,0,Steelers,177,0
10,798,798,0,0,Antonio Brown,Lions,0,0,0,0,0,0,7.0,WR,0,0,70,5,0,0,0,0,8,2017,226,226,0,1,1,Steelers,317,20,8.0,DST,75,0.0,0,Lions,392,0
11,1014,1014,0,0,Antonio Brown,Colts,0,0,0,0,0,0,4.0,WR,0,0,47,3,0,0,0,0,10,2017,274,274,1,0,1,Steelers,228,20,9.0,DST,88,1.0,0,Colts,316,0
12,1067,1067,0,0,Antonio Brown,Steelers,0,0,0,0,0,0,32.0,WR,0,3,144,10,0,0,0,0,11,2017,297,297,1,0,4,Titans,264,17,19.0,DST,52,5.0,0,Steelers,316,0
13,1067,1067,0,0,Antonio Brown,Steelers,0,0,0,0,0,0,32.0,WR,0,3,144,10,0,0,0,0,11,2017,312,312,0,1,0,Falcons,190,34,3.0,DST,89,1.0,0,Steelers,279,0
14,1175,1175,0,0,Antonio Brown,Steelers,0,0,0,0,0,0,30.0,WR,1,2,169,10,0,0,0,0,12,2017,329,329,0,0,1,49ers,196,13,12.0,DST,84,3.0,0,Steelers,280,0
15,1175,1175,0,0,Antonio Brown,Steelers,0,0,0,0,0,0,30.0,WR,1,2,169,10,0,0,0,0,12,2017,345,345,0,0,0,Packers,227,28,4.0,DST,80,4.0,0,Steelers,307,0
16,1293,1293,0,0,Antonio Brown,Bengals,0,0,0,0,0,0,16.0,WR,0,1,101,8,0,0,0,0,13,2017,375,375,0,0,1,Steelers,282,23,4.0,DST,92,1.0,0,Bengals,374,0
