,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
10,10,1,1,1,Blair Walsh,Lions,8.0,K,1,3,3,2013,1
36,36,0,3,3,Blair Walsh,Bears,12.0,K,2,3,3,2013,1
75,75,0,2,2,Blair Walsh,Browns,9.0,K,3,3,3,2013,0
101,101,1,3,2,Blair Walsh,Steelers,12.0,K,4,4,4,2013,0
183,183,0,1,1,Blair Walsh,Panthers,4.0,K,6,1,1,2013,0
218,218,0,1,0,Blair Walsh,Giants,1.0,K,7,1,1,2013,1
228,228,0,1,1,Blair Walsh,Packers,7.0,K,8,4,4,2013,0
268,268,0,1,1,Blair Walsh,Cowboys,5.0,K,9,3,2,2013,1
275,275,0,2,2,Blair Walsh,Redskins,10.0,K,10,4,4,2013,0
317,317,0,2,2,Blair Walsh,Seahawks,8.0,K,11,2,2,2013,1
333,333,0,4,4,Blair Walsh,Packers,14.0,K,12,2,2,2013,1
362,362,0,4,3,Blair Walsh,Bears,11.0,K,13,2,2,2013,0
402,402,0,2,2,Blair Walsh,Ravens,8.0,K,14,2,2,2013,1
425,425,0,3,2,Blair Walsh,Eagles,12.0,K,15,6,6,2013,0
482,482,0,0,0,Blair Walsh,Bengals,2.0,K,16,2,2,2013,1
514,514,0,0,0,Blair Walsh,Lions,2.0,K,17,2,2,2013,0
