,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,70,70,0,0,Julius Thomas,Chargers,0,0,0,0,0,0,2.0,TE,0,0,26,3,0,0,0,0,2,2017,50,50,0,0,0,Dolphins,225,19,6.0,DST,111,2.0,0,Chargers,336,0
1,123,123,0,0,Julius Thomas,Jets,0,0,0,0,0,0,1.0,TE,0,0,16,3,0,0,0,0,3,2017,63,63,0,0,2,Dolphins,195,6,17.0,DST,30,3.0,0,Jets,225,0
2,184,184,0,0,Julius Thomas,Dolphins,0,0,0,0,0,0,2.0,TE,0,0,29,2,0,0,0,0,4,2017,114,114,0,0,0,Saints,261,20,5.0,DST,86,1.0,0,Dolphins,347,0
3,236,236,0,0,Julius Thomas,Dolphins,0,0,0,0,0,0,1.0,TE,0,0,15,1,0,0,0,0,5,2017,127,127,0,2,0,Titans,119,10,23.0,DST,69,6.0,0,Dolphins,188,1
4,278,278,0,0,Julius Thomas,Falcons,0,0,0,0,0,0,2.0,TE,0,0,22,3,0,0,0,0,6,2017,173,173,0,0,1,Dolphins,151,20,6.0,DST,138,0.0,0,Falcons,289,0
5,316,316,0,0,Julius Thomas,Dolphins,0,0,0,0,0,0,5.0,TE,0,0,58,3,0,0,0,0,7,2017,196,196,0,1,1,Jets,180,28,7.0,DST,92,3.0,0,Dolphins,272,0
6,397,397,0,0,Julius Thomas,Ravens,0,0,0,0,0,0,0.0,TE,0,0,2,2,0,0,0,0,8,2017,212,212,0,0,2,Dolphins,151,0,35.0,DST,45,3.0,0,Ravens,196,3
7,401,401,0,0,Julius Thomas,Dolphins,0,0,0,0,0,0,14.0,TE,0,1,84,6,0,0,0,0,9,2017,257,257,0,1,1,Raiders,295,27,6.0,DST,84,1.0,0,Dolphins,379,0
8,457,457,0,0,Julius Thomas,Panthers,0,0,0,0,0,0,6.0,TE,0,1,8,2,0,0,0,0,10,2017,286,286,0,0,1,Dolphins,213,21,3.0,DST,100,0.0,0,Panthers,313,0
9,503,503,0,0,Julius Thomas,Dolphins,0,0,0,0,0,0,3.0,TE,0,0,30,4,0,0,0,0,11,2017,317,317,0,0,0,Buccaneers,268,30,1.0,DST,53,1.0,0,Dolphins,321,0
10,550,550,0,0,Julius Thomas,Patriots,0,0,0,0,0,0,5.0,TE,0,0,52,5,0,0,0,0,12,2017,323,323,0,1,2,Dolphins,154,17,17.0,DST,67,7.0,0,Patriots,221,0
11,596,596,0,0,Julius Thomas,Dolphins,0,0,0,0,0,0,8.0,TE,0,1,20,3,0,0,0,0,13,2017,352,352,1,0,3,Broncos,167,9,28.0,DST,103,3.0,2,Dolphins,270,1
