,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
3149,17,0,1,1,Chris Boswell,Redskins,8.0,K,1,5,5,2016,1
3185,53,0,1,1,Chris Boswell,Bengals,6.0,K,2,3,3,2016,0
3224,92,0,2,1,Chris Boswell,Eagles,3.0,K,3,0,0,2016,1
3250,118,0,0,0,Chris Boswell,Chiefs,5.0,K,4,5,5,2016,0
3274,142,0,1,1,Chris Boswell,Jets,7.0,K,5,4,4,2016,0
3317,185,0,0,0,Chris Boswell,Dolphins,1.0,K,6,1,1,2016,1
3324,192,0,5,3,Chris Boswell,Patriots,10.0,K,7,1,1,2016,0
3403,271,0,0,0,Chris Boswell,Ravens,2.0,K,9,2,2,2016,1
3426,294,0,3,2,Chris Boswell,Cowboys,6.0,K,10,0,0,2016,0
3437,305,0,3,3,Chris Boswell,Browns,10.0,K,11,1,1,2016,1
3483,351,0,0,0,Chris Boswell,Colts,4.0,K,12,4,4,2016,1
3537,405,0,2,2,Chris Boswell,Bills,9.0,K,14,3,3,2016,1
3561,429,0,6,6,Chris Boswell,Bengals,18.0,K,15,0,0,2016,1
3610,478,0,1,1,Chris Boswell,Ravens,7.0,K,16,4,4,2016,0
3658,526,0,0,0,Chris Boswell,Browns,3.0,K,17,3,3,2016,0
