,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
2241,150,0,1,1,Chris Boswell,Chargers,6.0,K,5,3,3,2015,1
2249,158,1,4,4,Chris Boswell,Cardinals,15.0,K,6,1,1,2015,0
2293,202,0,2,2,Chris Boswell,Chiefs,7.0,K,7,1,1,2015,1
2330,239,0,1,1,Chris Boswell,Bengals,4.0,K,8,1,1,2015,0
2337,246,0,4,3,Chris Boswell,Raiders,12.0,K,9,3,3,2015,0
2368,277,0,3,3,Chris Boswell,Browns,10.0,K,10,2,1,2015,0
2422,331,0,3,3,Chris Boswell,Seahawks,10.0,K,12,1,1,2015,1
2451,360,1,4,3,Chris Boswell,Colts,15.0,K,13,4,4,2015,0
2482,391,0,4,4,Chris Boswell,Bengals,15.0,K,14,3,3,2015,1
2522,431,0,2,2,Chris Boswell,Broncos,10.0,K,15,4,4,2015,0
2570,479,0,1,1,Chris Boswell,Ravens,5.0,K,16,2,2,2015,1
2595,504,0,3,2,Chris Boswell,Browns,8.0,K,17,2,2,2015,1
