,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
2578,2010.0,1,Steelers,0.0,0.0,1.0,Falcons,237.0,9.0,11.0,DST,58.0,2.0,0.0,295.0,0.0,0.0
2592,2010.0,2,Steelers,0.0,0.0,1.0,Titans,237.0,9.0,11.0,DST,58.0,2.0,0.0,295.0,0.0,0.0
2625,2010.0,3,Steelers,0.0,2.0,2.0,Buccaneers,214.5,10.0,21.0,DST,52.0,3.0,0.0,266.5,0.5,0.5
2675,2010.0,4,Steelers,0.0,1.6666666666666667,1.6666666666666667,Ravens,219.0,11.0,21.0,DST,59.666666666666664,3.3333333333333335,0.0,278.6666666666667,0.6666666666666666,0.6666666666666666
2713,2010.0,6,Steelers,0.0,1.5,1.5,Browns,226.75,12.5,18.0,DST,62.25,2.75,0.0,289.0,0.5,0.5
2761,2010.0,7,Steelers,0.0,1.4,1.6,Dolphins,233.0,12.0,18.2,DST,63.6,3.4,0.0,296.6,0.4,0.4
2781,2010.0,8,Steelers,0.0,1.3333333333333333,1.5,Saints,235.66666666666666,13.666666666666666,16.166666666666668,DST,63.666666666666664,3.0,0.0,299.3333333333333,0.3333333333333333,0.5
2803,2010.0,9,Steelers,0.0,1.2857142857142858,1.4285714285714286,Bengals,243.14285714285714,14.571428571428571,15.285714285714286,DST,58.857142857142854,2.857142857142857,0.0,302.0,0.2857142857142857,0.5714285714285714
2847,2010.0,10,Steelers,0.125,1.25,1.375,Patriots,240.0,15.375,14.75,DST,58.25,3.0,0.0,298.25,0.25,0.625
2850,2010.0,11,Steelers,0.1111111111111111,1.1111111111111112,1.2222222222222223,Raiders,252.22222222222223,18.0,13.11111111111111,DST,63.22222222222222,2.6666666666666665,0.0,315.44444444444446,0.2222222222222222,0.5555555555555556
2891,2010.0,12,Steelers,0.1,1.1,1.3,Bills,239.1,16.5,14.0,DST,63.0,3.0,0.0,302.1,0.2,0.5
2923,2010.0,13,Steelers,0.09090909090909091,1.0909090909090908,1.2727272727272727,Ravens,240.54545454545453,16.454545454545453,13.636363636363637,DST,64.0,2.909090909090909,0.0,304.54545454545456,0.18181818181818182,0.5454545454545454
2944,2010.0,14,Steelers,0.08333333333333333,1.0833333333333333,1.1666666666666667,Bengals,239.33333333333334,15.916666666666666,13.583333333333334,DST,62.25,3.0,0.0,301.5833333333333,0.16666666666666666,0.5833333333333334
3004,2010.0,15,Steelers,0.07692307692307693,1.0,1.3076923076923077,Jets,232.92307692307693,15.23076923076923,14.692307692307692,DST,60.07692307692308,3.0,0.0,293.0,0.3076923076923077,0.5384615384615384
