,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,7,7,0,0,Delanie Walker,Titans,0,0,0,0,0,0,7.0,TE,0,0,76,7,0,0,0,0,1,2017,27,27,0,0,0,Raiders,250,26,3.0,DST,109,2.0,0,Titans,359,0
1,47,47,0,0,Delanie Walker,Jaguars,0,0,0,0,0,0,12.0,TE,0,0,61,4,0,1,1,1,2,2017,57,57,0,0,1,Titans,211,37,3.0,DST,179,1.0,0,Jaguars,390,0
2,117,117,0,0,Delanie Walker,Titans,0,0,0,0,0,0,3.0,TE,0,0,31,4,0,0,0,0,3,2017,88,88,0,0,0,Steelers,364,27,2.0,DST,69,1.0,0,Titans,433,0
3,169,169,0,0,Delanie Walker,Texans,0,0,0,0,0,0,5.0,TE,0,0,51,3,0,0,0,0,4,2017,95,95,0,1,4,Titans,109,14,22.0,DST,86,2.0,0,Texans,195,1
4,226,226,0,0,Delanie Walker,Dolphins,0,0,0,0,0,0,2.0,TE,0,0,25,3,0,0,0,0,5,2017,127,127,0,2,0,Titans,119,10,23.0,DST,69,6.0,0,Dolphins,188,1
5,283,283,0,0,Delanie Walker,Titans,0,0,0,0,0,0,1.0,TE,0,0,17,4,0,1,0,-3,6,2017,181,181,0,1,0,Colts,212,22,4.0,DST,85,1.0,0,Titans,297,0
6,315,315,0,1,Delanie Walker,Browns,0,0,0,0,0,0,5.0,TE,0,0,63,7,0,0,0,0,7,2017,189,189,0,1,0,Titans,189,12,11.0,DST,80,2.0,0,Browns,269,0
7,408,408,0,0,Delanie Walker,Titans,0,0,0,0,0,0,7.0,TE,0,0,71,5,0,0,0,0,9,2017,246,246,0,0,2,Ravens,268,20,10.0,DST,73,2.0,0,Titans,341,0
8,456,456,0,0,Delanie Walker,Titans,0,0,0,0,0,0,6.0,TE,0,0,63,6,0,0,0,0,10,2017,276,276,0,2,0,Bengals,255,20,9.0,DST,53,1.0,0,Titans,308,0
9,489,489,0,0,Delanie Walker,Steelers,0,0,0,0,0,0,9.0,TE,0,0,92,6,0,0,0,0,11,2017,297,297,1,0,4,Titans,264,17,19.0,DST,52,5.0,0,Steelers,316,0
10,489,489,0,0,Delanie Walker,Steelers,0,0,0,0,0,0,9.0,TE,0,0,92,6,0,0,0,0,11,2017,312,312,0,1,0,Falcons,190,34,3.0,DST,89,1.0,0,Steelers,279,0
11,543,543,0,0,Delanie Walker,Colts,0,0,0,0,0,0,12.0,TE,0,1,63,4,0,0,0,0,12,2017,335,335,0,0,2,Titans,184,20,8.0,DST,92,0.0,0,Colts,276,0
12,593,593,0,0,Delanie Walker,Titans,0,0,0,0,0,0,12.0,TE,0,1,63,5,0,0,0,0,13,2017,363,363,0,0,1,Texans,331,13,13.0,DST,53,4.0,0,Titans,384,0
